event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier,reclassified_v3
evt_077,2024.12.23startup_a,include,4171,4159,4179,0.780939898895338,late,False,1.919083984380127,0.326053117717838,0.3150458860127926,0.3370603494228836,98.45795518432254,0.4077777776895472,5341.0,3991,4351,34,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team integrates field interview findings about EV charging comfort, security, and hidden costs into pricing strategy, with Speaker 3 proposing 'comfort and security' as a core business pillar.","The discussion enriches the team's existing pricing and value proposition frame without disrupting it. Field learnings (proprietor comfort, VIP parking jogadas, hidden costs like coffee/parking) are collectively processed and absorbed into the current strategy. Speaker 3's 'comfort and security' framing is additive, not contradictory. No assumption is invalidated, no divergence surfaces, and no forced revision occurs — the team converges smoothly.",corrected_prompt_v3,True
evt_078,2024.12.23startup_b,include,2347,2334,2359,0.4257982583454281,middle,False,1.965751211257628,0.1366516179737287,0.1503375668812277,0.1229656690662297,95.7537925528054,0.1450242556926793,5512.0,2167,2527,33,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Mentor reframes the team's timeline, specifying January for preparation and February–March for running an MVP with cataloging and deal-closing, anchoring the pitch deadline in April.","Speaker 1 introduces a concrete timeline structure (January prep, February–March MVP execution, April pitch) that enriches the existing plan without invalidating it. The team is reviewing action items, assigning tasks, and processing a contact opportunity with a partner. The mentor's timeline input elaborates the roadmap rather than disrupting a shared assumption or revealing a contradiction. No divergence, invalidation, or forced revision is evident.",corrected_prompt_v3,True
evt_079,2024.12.23startup_b,include,2621,2615,2632,0.4755079825834543,middle,False,1.677955087123212,0.294689622653483,0.4461620155697898,0.1432172297371761,98.74895280647864,0.2262682020032045,5512.0,2441,2801,26,functional_reorientation,FR_attention,smm_task,conf_high,"Speaker 1 recaps MVP timeline (Jan prep, Feb-Mar execution, April PIT), then Speaker 2 transitions to presenting 10-year vehicle registration and claims data, revealing data gaps post-2019.","The peak captures a meeting phase transition: Speaker 1 closes the MVP planning discussion and Speaker 2 opens a data review segment presenting historical vehicle registration and sinistro statistics. Speaker 2 notes data limitations (no boletim post-2021, sinistro data only through 2019), which enriches the shared frame but does not invalidate an existing plan or create divergence. The structural complexity reflects topic switching and multi-speaker data narration, not frame disruption.",corrected_prompt_v3,True
evt_080,2024.12.23startup_b,include,4584,4580,4587,0.8316400580551524,late,False,1.7168344071232131,0.3302915792775954,0.5815700419430415,0.0790131166121492,96.4900919570004,0.3908431935243525,5512.0,4404,4764,39,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team fills out a structured 'learning card' (ficha de aprendizado) on off-grid investment, assigning responsible parties, articulating prior beliefs, and debating ad specificity and customer segments.","The excerpt shows the team collectively populating a learning-card template: naming the insight, assigning ownership between Speaker 4 and others, and articulating what they previously believed about off-grid customers. Speaker 2's comment about making ads more direct enriches the discussion but does not invalidate an existing plan or reveal divergent understandings requiring frame revision. The complexity spike reflects multi-speaker coordination around a structured artifact, not a disruptive realization.",corrected_prompt_v3,True
evt_081,2024.12.23startup_b,include,4805,4802,4827,0.8717343976777939,late,False,1.80530928214818,0.2499924911324548,0.4743110113660792,0.0256739708988304,96.26961147397482,0.4743393018040507,5512.0,4625,4985,48,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team transitions to summarizing meeting conclusions, debating how to accurately represent customer outreach data: four interested vs. two who responded, and what this implies for their sales funnel.","The excerpt shows the team closing the meeting and consolidating findings into notes. The debate over whether to record 'four interested' or 'two responded' is a factual clarification within an existing review process, not a frame-disrupting discovery. Speaker 1's 50% funnel observation enriches rather than disrupts the shared understanding. The high entropy likely reflects multi-speaker overlapping contributions during a phase transition to synthesis.",corrected_prompt_v3,True
evt_082,2024.12.23startup_b,include,4971,4971,4972,0.9018505079825836,late,True,1.6289738159006806,0.4641401835028561,0.2776593481639117,0.6506210188418005,93.85793965459312,0.8127723548390308,5512.0,4791,5151,52,functional_reorientation,FR_elaboration,smm_task,conf_medium,"The team synthesizes customer discovery results, concluding that off-grid is the most promising segment based on two client responses out of four contacts.","The team is consolidating and interpreting their early customer discovery data, with the facilitator framing the 50% response rate as a reasonable funnel metric. This is FR_elaboration: the team is developing their understanding of an existing analytical task (segment validation) rather than introducing a frame-disrupting idea. smm_task is affected as the team refines their picture of what the market analysis should establish.",calibration,False
evt_083,2025.01.13startup_a,include,737,736,739,0.1360029525742757,early,False,1.485283726758245,0.2661472150681542,0.0018539680786796,0.5304404620576287,99.76750674230448,0.7463903564255742,,557,917,26,functional_reorientation,FR_elaboration,smm_task,conf_high,"Team reviews multiple open action items: upcoming partner visit on Thursday, MVP condominium pilots, stalled marketing plan, and a 99 contact that partially advanced after follow-up.","The excerpt shows sequential status updates across several parallel workstreams — partner meeting logistics, condominium MVP scheduling, marketing plan deprioritization, and a contact follow-up. No assumption is invalidated, no divergence surfaces, and no forced revision occurs. The marketing plan being deferred to next cycle is acknowledged without tension. The entropy spike likely reflects simultaneous multi-topic elaboration rather than any frame-disrupting event.",corrected_prompt_v3,True
evt_084,2025.01.13startup_a,include,1013,1004,1021,0.1869348588300424,early,False,1.5473931750149272,0.0606654532509609,0.094153356212062,0.0271775502898598,98.29882128066264,0.1949838913299673,,833,1193,18,functional_reorientation,FR_procedural,smm_task,conf_medium,"Team reviews backlog items sequentially, then transitions to IDS discussion; Speaker 4 reveals unexpected cost quote from Tecnogera that may eliminate need for Trovão partnership, prompting brief reframing.","The excerpt is predominantly a structured backlog review (items 37, 42, 44, 46, 47), which is routine progress tracking. The Tecnogera cost surprise ('ficando surpreso aí com a cotação') introduces a constraint discovery — the quote may make the Trovão charger partnership unnecessary — but the team immediately defers it ('a gente pode discutir lá nas eixos'), preventing deep disruption. The entropy peak likely reflects the phase transition from backlog review to IDS plus the overlapping unresolved threads, not a frame-disrupting cognitive event.",corrected_prompt_v3,True
evt_085,2025.01.13startup_a,include,1074,1065,1084,0.1981915482561358,early,False,1.582267169313773,0.1163175399104471,0.0311175652384807,0.2015175145824135,99.43726672408845,0.3945581404526821,,894,1254,21,cognitive_perturbation,CP_constraint,smm_constraints,conf_high,"Speaker 2 reveals that Tecnogera's vehicle rental quote came in at over R$80,000 for two months — far exceeding available budget — explicitly declaring the original plan financially unviable and calling for collective deliberation on next steps.","The transcript shows a clear constraint discovery: the Tecnogera quote arrived and is described as 'absurdo,' costing over R$80k against ~R$100k total available funds. Speaker 2 explicitly states 'inviabiliza essa ideia' and calls for the team to decide 'qual que seria a nossa próxima ação.' This is not routine elaboration — a concrete financial constraint invalidates an existing operational plan.",corrected_prompt_v3,True
evt_086,2025.01.13startup_a,include,1331,1323,1340,0.2456172725595128,early,True,1.5473931750149272,0.2604697717522479,0.1906821102314894,0.3302574332730063,96.47058823529412,0.1707868983422407,,1151,1511,23,cognitive_perturbation,CP_constraint,smm_constraints,conf_high,Team learns vehicle rental quote is R$80k for two months—far exceeding available budget—forcing collective reassessment of MVP testing plan and exploration of alternative cost scenarios.,"The R$80k quote directly invalidates the team's existing assumption that renting the electric vehicle for two months was feasible within their R$100k budget. Speaker 2 explicitly states 'nos moldes que estão na proposta hoje inviabiliza essa ideia,' and the group shifts to evaluating alternative scenarios (one month, different vehicle sizes, 10-year projections), confirming the current plan was disrupted by a concrete financial constraint discovery.",corrected_prompt_v3,True
evt_087,2025.01.13startup_a,include,2183,2167,2200,0.402841852740358,middle,False,1.5588158799768146,0.0829788479001197,0.0239192925568862,0.1420384032433531,99.54404523071312,0.1144605700715697,,2003,2363,22,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Mentor coaches team on negotiation preparation for equipment rental MVP, then new information emerges that the supplier (plugin) has only one remaining unit and uses it for showroom demonstrations, opening alternative scheduling-based negotiation angles.",Speaker 4 reveals the supplier sold/dismantled one of two units and uses the remaining one for showroom/clinic demonstrations. Speaker 1 immediately reframes this as a constraint that explains supplier reluctance and proposes a calendar-blocking workaround. This is new information that enriches the negotiation frame without invalidating the existing plan — the team incorporates it and continues elaborating strategy rather than revising their fundamental approach.,corrected_prompt_v3,True
evt_088,2025.01.13startup_a,include,2397,2388,2409,0.4423325336778003,middle,False,1.578882083461779,0.3287125999353741,0.1409471261453889,0.5164780737253594,98.36056959697336,0.3661844875678698,,2217,2577,25,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team transitions from negotiating equipment rental options to reviewing market size data (vehicles, fuel, GDP), with Speaker 1 analyzing why GDP growth diverged from vehicle registrations post-2014.","The excerpt shows two sequential topic shifts: closing a negotiation discussion and opening a market size analysis using Excel data. Speaker 1 introduces an interpretive observation about GDP-emplacamento divergence post-2014, but this enriches rather than disrupts the shared analytical frame — the team collectively processes the data without revealing conflicting assumptions or invalidating prior plans. This is collaborative data exploration during a meeting phase transition.",corrected_prompt_v3,True
evt_089,2025.01.13startup_a,include,4217,4216,4218,0.7781878575382912,late,False,1.4561112661478437,0.1944361476526641,0.3108056412652105,0.0780666540401177,98.8765224695506,0.1048376871661366,,4037,4397,25,functional_reorientation,FR_procedural,smm_task,conf_medium,"Speaker 1 proposes enriching a market projection chart with logistic curves and EV adoption data, then Speaker 2 retakes screen share and the group shifts to reviewing a task checklist, closing agenda items.","Speaker 1 elaborates a visualization idea (logistic curves, EV penetration, scenario premises) that enriches the existing market-sizing approach without invalidating it. Speaker 3 accepts the suggestion without resistance. The subsequent shift to Speaker 2 retaking screen share and reviewing completed agenda items (36, 39, 48) is a routine meeting-phase transition. No divergence, invalidation, or forced revision is evident; the frame is enriched and then procedurally advanced.",corrected_prompt_v3,True
evt_090,2025.01.13startup_a,include,4364,4347,4382,0.8053146336962539,late,False,1.9158582303981528,0.1174317594366003,0.2112223521595517,0.0236411667136488,98.36391336027025,0.5519056228173372,,4184,4544,24,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Speaker 1 introduces 'toneladas equivalentes de petróleo' as a standard energy equivalence unit from electricity market forecasting, suggesting it as a methodological tool for the team's fuel comparison analysis.","Speaker 1 introduces a domain-specific methodology (TEP units) from their prior professional experience in electricity market forecasting, and Speaker 3 confirms they had independently attempted a similar equivalence using BTU/barrels. This enriches the existing analytical approach without disrupting it — no assumption is invalidated, no divergence emerges, and no revision is required. The exchange elaborates and validates an ongoing methodological thread.",corrected_prompt_v3,True
evt_091,2025.01.13startup_a,include,4713,4704,4723,0.8697176600848865,late,False,1.567632081836135,0.2980228707615682,0.4118738105486427,0.1841719309744937,97.47199671154044,0.1832207022620062,,4533,4893,31,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Speaker 2 redirects the group to prepare a roadmap presentation for heavy vehicles segment, prompting collective deliberation on what evidence and contacts to present to an external stakeholder on Thursday.","Speaker 2 introduces a time-bounded deliverable ('7 minutes left, we need to present something about heavy vehicles roadmap') and solicits team input on what to bring to Thursday's meeting. The group then collectively evaluates which evidence—PARTNER_A MVP intentions, Irineu meeting, concessionárias contacts—is solid enough to present. This is strategic elaboration and meeting-closing coordination, not a disruption of an existing frame. No assumption is invalidated; the heavy vehicles topic was already known.",corrected_prompt_v3,True
evt_092,2025.01.13startup_a,include,4916,4916,4917,0.9071784462077874,late,True,1.4561112661478437,0.4630910781993215,0.6586492597877541,0.2675328966108888,96.58861620759232,0.0981555531179599,,4736,5096,31,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Team reveals battery circular economy contact showed the technology is far more embryonic than assumed; mentor reframes this disappointment as a positive learning signal and roadmap asset.,"Speaker 2 discloses that an expert on battery circular economy told them the field is far more undeveloped than they had imagined ('muito menor do que a gente imaginava'), which partially invalidates a roadmap assumption. However, Speaker 1 immediately reframes this as a positive learning demonstration rather than requiring plan revision. The team collectively processes this without disrupting their shared frame — it enriches rather than destabilizes their strategy.",corrected_prompt_v3,True
evt_093,2025.01.13startup_b,include,376,376,376,0.0664898320070733,early,False,1.644105272850053,0.8814164464779458,0.8555473720106728,0.9072855209452187,98.8908743607123,0.5956299364946709,,196,556,35,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 2 reveals market size calculations are more pessimistic than previously assumed, and the team acknowledges failing to close any transactions despite attempts, prompting collective reassessment of their value proposition.","Two overlapping CP signals appear: Speaker 2 discloses that careful market-size recalculations yield 'much lower' numbers than prior optimistic projections (invalidation of a shared assumption), and Speaker 4 identifies that despite creating opportunities, the team failed to attract buyers — revealing a gap between expected and actual value delivery. These are not routine updates; they destabilize the team's current strategic frame.",corrected_prompt_v3,True
evt_094,2025.01.13startup_b,include,531,531,531,0.0938992042440318,early,False,1.6487446631558704,0.2004957906800791,0.3817721589362871,0.0192194224238711,98.60308009389134,0.2529908054795781,,351,711,34,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Team collectively diagnoses failure to close transactions despite outreach attempts, with Speaker 4 reframing the problem: they created opportunity but weren't attractive enough, and Speaker 2 suggesting they may be targeting the wrong side of the market.","Speaker 4 explicitly contrasts two failure modes — previously lacking opportunity, now having opportunity but failing to convert — and Speaker 2 introduces a strategic reframe: the team may be focusing on the wrong side (clients vs. dismantlers/suppliers). This constitutes generative tension as the team must evaluate whether their current approach targets the right actors, disrupting the assumed strategy.",corrected_prompt_v3,True
evt_095,2025.01.13startup_b,include,674,658,690,0.1191865605658709,early,False,1.952923811908721,0.059747061880863,0.1180941692315091,0.0013999545302169,98.0240484031554,0.2162512400555345,,494,854,28,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Team diagnoses failure to close transactions, debates whether the problem is catalog size, client-side delays, or wrong strategic focus, with Speaker 2 suggesting they may be targeting the wrong side of the marketplace.","Speaker 2 explicitly proposes they may be 'focusing on the wrong side' — prioritizing buyer clients when the real bottleneck is catalog supply from dismantlers. Speaker 1 then introduces the chicken-and-egg framing, questioning the foundational growth logic. These are generative tensions requiring collective evaluation of whether the current acquisition strategy is correctly oriented, not routine progress review.",corrected_prompt_v3,True
evt_096,2025.01.13startup_b,include,1149,1143,1155,0.203183023872679,early,True,1.7793417916497123,0.5890861284716814,0.7645317244058726,0.4136405325374902,96.42736486486488,0.373881447261328,,969,1329,36,functional_reorientation,FR_elaboration,smm_task,conf_high,"Team reviews multiple open tasks—freight logistics, fleet data, off-grid installation rationale, PIT presentation, and a PARTNER_A partnership angle—while Speaker 4 explains the reconditioner segment rationale and upcoming meeting.","The excerpt shows rapid sequential topic-switching across unrelated action items: freight rules, fleet data, off-grid motivations, PIT video status, a rescheduled presentation, and reconditioner outreach. Each item is briefly elaborated or assigned without any revealed misalignment, invalidated assumption, or forced revision. The high entropy reflects breadth of topics, not a frame-disrupting event. This is a progress-review sweep with task elaboration.",corrected_prompt_v3,True
evt_097,2025.01.13startup_b,include,1284,1265,1297,0.2270557029177718,early,False,1.907720484420159,0.1825024421482902,0.3263641705650807,0.0386407137314997,99.24254966887418,0.2669033576656237,,1104,1464,32,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Team discusses rescheduling pitch presentation to Wednesday, integrating reconditioning segment findings, and a potential PARTNER_A partnership angle, while Speaker 4 reports that reconditioners operate strictly on-demand.","The excerpt shows multiple concurrent threads: schedule adjustment (Thursday to Wednesday), pitch content elaboration, PARTNER_A strategic framing by Speaker 1, and Speaker 4's customer discovery update on reconditioners. Speaker 1 mildly challenges the novelty of the on-demand finding ('quase que a gente já sabia'). No single frame-disrupting event occurs; rather, several planning and reporting threads run simultaneously, producing structural complexity without invalidating existing assumptions or forcing revision.",corrected_prompt_v3,True
evt_098,2025.01.13startup_b,include,1914,1895,1924,0.3384615384615385,middle,False,1.8039285763657416,0.471003036103199,0.4517519310166037,0.4902541411897943,99.13756836348338,0.3717087896235675,,1734,2094,35,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Team debates how to approach a rustic battery reseller prospect; mentor reframes the situation as an investigation phase using SPIN methodology, introducing structured questioning strategy the team hadn't articulated.","Speaker 2 expresses uncertainty about approach strategy for a difficult prospect. Speaker 1 introduces SPIN methodology framing ('situation questions') and reframes the entire engagement as an 'investigation phase,' not a sales pitch. This constitutes generative tension: a new strategic frame is introduced that requires the team to evaluate whether their current approach assumptions need revision, evidenced by the subsequent discussion about trust-building timelines and the prospect's desire to charge for knowledge.",corrected_prompt_v3,True
evt_099,2025.01.13startup_b,include,2291,2243,2326,0.4051282051282051,middle,False,1.9738893130618016,0.055239517601265,0.066741268748232,0.043737766454298,98.23068541482904,0.0761540078013886,,2111,2471,33,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 1 challenges Speaker 2's market-size model, arguing that assuming a fixed 8-year battery lifespan ignores the actual distribution curve, making the 230-million estimate methodologically incomplete.","Speaker 2 presents a market estimation built on a fixed 8-year average battery lifespan. Speaker 1 explicitly contests this assumption, introducing the concept of a normal distribution of lifespans (some batteries failing at 1 year, others lasting 12), revealing that the model's core premise is oversimplified. This is not enrichment but direct invalidation of a quantitative assumption underpinning the team's market sizing.",corrected_prompt_v3,True
evt_100,2025.01.13startup_b,include,4572,4570,4594,0.8084880636604774,late,True,1.7216663363684948,0.1216577363575427,0.2015840607035141,0.0417314120115712,95.40729332819976,0.294809640817083,,4392,4752,42,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team transitions from debating battery market scope and methodology to reviewing a pitch deck structure, with Speaker 4 presenting a partially completed pitch and discussing presentation format constraints from an accelerator program.","The excerpt shows two sequential functional activities: resolving market sizing methodology (battery scope, regional vs. global) and then reviewing a pitch deck Speaker 4 built. Speaker 4 introduces the pitch structure and explains format decisions based on Gabriel's guidance (20-minute attention span, conversational preference). This enriches the shared plan without disrupting it — no divergence, invalidation, or forced revision is evident. The entropy spike likely reflects multi-topic overlap and multiple speakers engaging simultaneously.",corrected_prompt_v3,True
evt_101,2025.02.24startup_a,include,586,571,603,0.1141632573543736,early,True,1.9759411671299136,0.3404970279057816,0.3473320094762152,0.333662046335348,96.72640968982732,0.3690323985166122,,406,766,34,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Speaker 4 reports a promising meeting with Enel X (electric mobility division), including potential MVP partnership and co-branding opportunity, while Speaker 3 reveals a previously blocked operational contact has been unlocked.","The discussion involves reporting new partnership developments (Enel X, unblocked operational contact) that enrich the team's strategic picture without disrupting an existing plan. The team processes these updates collectively, notes them as opportunities, and transitions smoothly to a scorecard review. No assumption is invalidated, no divergence surfaces, and no forced revision occurs — this is progressive elaboration of partnership strategy.",corrected_prompt_v3,True
evt_102,2025.02.24startup_a,include,1509,1490,1524,0.2939801285797779,early,False,1.979467101374004,0.3346805109456277,0.1299301913962319,0.5394308304950235,98.33957828227167,0.4423029591110947,,1329,1689,34,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team reviews multiple MVP pipeline items — equestrian club, parking network, equipment rental, and a spontaneous observation about EV chargers at a high-end venue — while managing a technology dependency bottleneck.","The excerpt shows rapid topic cycling across several parallel MVP prospects and action items, with no single frame-disrupting event. Speaker 3's concern about not having the car ready if a partner demands immediate deployment (t=1520) is a constraint acknowledgment already known to the team, not a discovery. The EV charger observation (t=1649) enriches opportunity framing but does not disrupt the existing plan. The structural complexity arises from simultaneous elaboration of multiple threads.",corrected_prompt_v3,True
evt_103,2025.02.24startup_a,include,2451,2439,2470,0.4774985388661601,middle,False,1.777035714063473,0.2787641155905039,0.2316096588306703,0.3259185723503376,98.3690587138863,0.374138011580656,,2271,2631,29,functional_reorientation,FR_role,smm_roles,conf_medium,"Team distributes follow-up responsibilities across multiple warm leads, assigns specific contacts to each member, and introduces a long-term EV rental company as a potential partnership target with mobile charging integration.","The excerpt shows Speaker 3 explaining a new potential partner (long-term EV rental company) and the team collectively assigning follow-up ownership across several leads. Speaker 3's description of the rental company enriches the pipeline but does not disrupt an existing plan — the team absorbs it as an additive opportunity. Role assignments and scheduling dominate the exchange, with no evidence of divergent understandings or invalidated assumptions.",corrected_prompt_v3,True
evt_104,2025.02.24startup_b,include,513,507,518,0.1000975609756097,early,False,1.545378825051491,0.3040318400035777,0.3756169476428009,0.2324467323643546,98.71244635193132,0.1239549695204718,,333,693,27,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Multiple strategic threads converge simultaneously: partnership decision pressure (PARTNER_A vs PARTNER_B), three-year investment horizon, government funding contacts, and a site visit scheduling — creating dense, multi-topic complexity.","The peak entropy reflects simultaneous activation of several distinct strategic concerns: the regret-risk framing around PARTNER_A's decision, the revelation that insider contacts are nearly essential for government funding (Speaker 3: 'sem contato é quase impossível'), and the pivot to scheduling and scorecard review. These threads enrich the shared frame without invalidating prior assumptions or revealing divergent understandings — the team processes new information collectively without disrupting their existing approach.",corrected_prompt_v3,True
evt_105,2025.02.24startup_b,include,725,718,741,0.1414634146341463,early,True,1.5798387881475398,0.1461145663242083,0.1122618730978119,0.1799672595506047,96.6907654468212,0.2345419298009866,,545,905,35,functional_reorientation,FR_elaboration,smm_constraints,conf_medium,"Partner B feedback reveals batteries are perceived as too expensive; simultaneously, website metrics are disputed and corrected from 1,700 to 14,000 to 2,113, prompting discussion of missing conversion actions.","Two overlapping threads drive entropy: Speaker 4 introduces Partner B's price objection (t=715), which Speaker 3 contextualizes as a market-reference problem the platform will eventually solve — enriching but not disrupting the frame. Concurrently, website visitor numbers are actively disputed and corrected across multiple speakers (t=660–807), but this is data clarification, not assumption invalidation. No existing plan is shown to require revision; the team processes both inputs as expected early-stage realities.",corrected_prompt_v3,True
evt_106,2025.02.24startup_b,include,1012,981,1020,0.1974634146341463,early,False,1.7174198624902413,0.4494890769570567,0.8602132435369374,0.0387649103771761,99.40223563871122,0.1226769019630037,,832,1192,26,functional_reorientation,FR_procedural,smm_task,conf_medium,"Meeting shifts across multiple topics: app prototype metrics, Mágico de Oz experiment scheduling, PARTNER_B partnership urgency, second-life battery market in LOCATION_F, and failed contact with Patrícia/Francisco.","The excerpt shows rapid sequential topic transitions — metrics strategy, experiment scheduling, partner focus, market intelligence about LOCATION_F, and pending meeting coordination — without any single frame-disrupting event. Each shift is routine agenda progression: Speaker 2 drives topic switches, Speaker 3 elaborates strategically, and no assumption is invalidated or contested. The entropy spike reflects topic multiplicity and speaker switching, not cognitive disruption.",corrected_prompt_v3,True
evt_107,2025.02.24startup_b,include,1224,1205,1239,0.2388292682926829,early,False,1.7383458981848072,0.2929394693894107,0.3168885264282028,0.2689904123506185,98.64459712679576,0.2576716373588152,,1044,1404,24,functional_reorientation,FR_procedural,smm_task,conf_high,"Team reviews pending action items: unresolved meeting with Patrícia/Francisco, software acquisition, Live Plan population, and a newly confirmed meeting with Lindinei at 15:30 today.","The excerpt shows sequential review of action items from a task list — checking on pending contacts (Patrícia, Francisco), confirming a scheduled meeting with Lindinei, discussing Live Plan data entry, and logging progress. Speaker 3's mention of Live Plan complexity adds elaboration but does not disrupt any existing frame. No divergence, invalidation, or forced revision is evident; this is structured agenda processing.",corrected_prompt_v3,True
evt_108,2025.02.24startup_b,include,1461,1457,1468,0.2850731707317073,early,False,1.6419217078023642,0.3630029303324244,0.5601923209214794,0.1658135397433694,98.7944999058203,0.2326046962998587,,1281,1641,31,functional_reorientation,FR_elaboration,smm_task,conf_high,"Team reviews action items across multiple fronts: a rescheduled meeting, keyword optimization, PARTNER_E ADS configuration, and SEO improvements, with mentor introducing a third advertising channel option.","The excerpt shows sequential task status reviews — a postponed meeting reopened, ADS budget submitted but pending, keywords updated, SEO plugin in progress. Speaker 3 introduces a third PARTNER_E strategy (content/SEO ranking), but Speaker 1 already partially completed it. No assumption is invalidated; the team enriches their shared understanding without disrupting the existing frame. High entropy reflects multi-topic, multi-speaker task processing, not frame disruption.",corrected_prompt_v3,True
evt_109,2025.02.24startup_b,include,1676,1671,1681,0.3270243902439024,early,False,1.5478570234493585,0.2908461197981162,0.1939617644518264,0.3877304751444062,99.29268031293536,0.3657436340682903,,1496,1856,25,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Discussion expands from SEO keyword work to proposing new scorecard metrics (session duration, engagement rate), with Speaker 3 suggesting average time-on-site as an indicator and Speaker 1 revealing the current 2min22sec figure.","The conversation moves through multiple topics—sponsored ads, SEO ranking, keyword optimization—and then Speaker 3 introduces the idea of adding session-duration metrics to the scorecard, warning against the '1,700 visits' number being misleading without context. Speaker 1 then reveals actual data (2min22sec). This enriches the shared frame without disrupting it; no assumption is invalidated, no divergence surfaces, and the team collectively elaborates existing tracking practices.",corrected_prompt_v3,True
evt_110,2025.02.24startup_b,include,1851,1830,1869,0.361170731707317,middle,False,1.584576851106354,0.1200455270944572,0.1019332531110118,0.1381578010779026,98.9019506523705,0.1357976906420351,,1671,2031,26,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Team discusses adding session duration and engagement metrics to scorecard, assigns responsibility to PERSON_B, then transitions to reviewing multiple action items: partner visit, sponsored campaign payment delay, and cost-per-acquisition framing.","The peak entropy reflects a rapid multi-topic transition: metric elaboration for the scorecard (session duration, engagement rate), a celebratory aside about the partner visit, payment logistics blocking a campaign launch, and a mentor introducing cost-of-acquisition framing. None of these disrupt an existing shared frame — they collectively enrich and progress the existing plan. The discussion is substantive but additive, not frame-disrupting.",corrected_prompt_v3,True
evt_111,2025.02.24startup_b,include,1969,1966,1972,0.3841951219512195,middle,False,1.5228447333219093,0.1557413028415059,0.1145463916268631,0.1969362140561487,99.18928445541064,0.2535567541507091,,1789,2149,30,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Mentor introduces customer acquisition cost framework and iterative ad learning methodology, team reviews multiple open action items including ads campaign delay, partner contacts, and visit scheduling across rapid topic switches.","The high entropy reflects rapid topic switching across metrics, partner visits, ad campaigns, and learning frameworks — not a single disruptive event. The mentor's CAC explanation and ad optimization framework enriches the team's understanding without invalidating existing plans. The campaign delay (payment system issue) is a minor constraint, not a frame-disrupting discovery. Overall this is multi-topic progress review with elaboration.",corrected_prompt_v3,True
evt_112,2025.02.24startup_b,include,2190,2181,2204,0.4273170731707317,middle,True,1.690137429404104,0.0633852091238194,0.0258783353014204,0.1008920829462184,96.05837219798406,0.0462308213012626,,2010,2370,33,functional_reorientation,FR_attention,smm_strategy,conf_medium,"Meeting shifts from learning-log discussion to marketing plan review; Speaker 1 exits early, mentor reframes the marketing pitch by asking 'what is your magic?' to explain value delivery to partners.","The excerpt shows a meeting-phase transition: the group wraps up the learning-log topic, Speaker 1 announces an early departure, and the team pivots to reviewing the marketing plan document. The mentor's 'qual é a mágica de vocês' framing enriches the existing marketing discussion but does not reveal a conflicting assumption or invalidate a prior plan — it elaborates on how to communicate value to partners like PARTNER_B, which is consistent with the team's current direction.",corrected_prompt_v3,True
evt_113,2025.02.24startup_b,include,2762,2746,2766,0.5389268292682927,middle,False,1.5183593905083006,0.3814310456429987,0.597378900426705,0.1654831908592923,99.40099552855816,0.0488860041112348,,2582,2942,25,functional_reorientation,FR_elaboration,smm_task,conf_high,"Mentor guides team through structured brainstorming of platform processes—quality curation, supplier credibility, connection, billing, and post-sale—sequentially building toward a list of up to seven core processes.","The excerpt shows Speaker 3 (mentor) systematically walking through platform process categories while Speakers 1 and 2 contribute wording and refinements. Speaker 1's departure mid-session adds minor disruption, but no assumption is invalidated, no divergence surfaces, and no forced revision occurs. The complexity spike likely reflects simultaneous multi-topic elaboration across several process nodes rather than any frame-disrupting event.",corrected_prompt_v3,True
